Year,LocationAbbr,LocationDesc,Question,DataValue,StratificationCategory1,Stratification1,GeoLocation
2015,NV,Nevada,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.2,Overall,Overall,"(39.493240390000494, -117.07184056399967)"
2013,NV,Nevada,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.4,Gender,Male,"(39.493240390000494, -117.07184056399967)"
2013,NV,Nevada,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.3,Gender,Female,"(39.493240390000494, -117.07184056399967)"
2013,NV,Nevada,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.6,Overall,Overall,"(39.493240390000494, -117.07184056399967)"
2015,NV,Nevada,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.2,Gender,Male,"(39.493240390000494, -117.07184056399967)"
2015,NV,Nevada,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,63.6,Gender,Female,"(39.493240390000494, -117.07184056399967)"
2013,NV,Nevada,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.1,Gender,Male,"(39.493240390000494, -117.07184056399967)"
2015,NV,Nevada,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,60.2,Overall,Overall,"(39.493240390000494, -117.07184056399967)"
2015,NV,Nevada,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,57.3,Gender,Male,"(39.493240390000494, -117.07184056399967)"
2011,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.4,Gender,Female,"(43.65595011300047, -71.50036091999965)"
2015,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.6,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2015,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.6,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2011,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.3,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2013,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2015,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.5,Gender,Female,"(43.65595011300047, -71.50036091999965)"
2015,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.8,Gender,Female,"(43.65595011300047, -71.50036091999965)"
2015,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.1,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2015,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.5,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2011,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.1,Gender,Female,"(43.65595011300047, -71.50036091999965)"
2011,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2013,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.3,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2013,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.1,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2011,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.1,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2011,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.6,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2013,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.4,Overall,Overall,"(43.65595011300047, -71.50036091999965)"
2013,NH,New Hampshire,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,63.7,Gender,Female,"(43.65595011300047, -71.50036091999965)"
2013,NH,New Hampshire,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.7,Gender,Female,"(43.65595011300047, -71.50036091999965)"
2013,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.5,Gender,Female,"(40.13057004800049, -74.27369128799967)"
2015,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.2,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2011,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.8,Gender,Female,"(40.13057004800049, -74.27369128799967)"
2013,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.8,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2015,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2013,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.7,Gender,Female,"(40.13057004800049, -74.27369128799967)"
2011,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.1,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2015,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.6,Gender,Female,"(40.13057004800049, -74.27369128799967)"
2013,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.6,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2011,NJ,New Jersey,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.5,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2015,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.9,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2013,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.4,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2015,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.9,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2015,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.9,Gender,Female,"(40.13057004800049, -74.27369128799967)"
2013,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.5,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2011,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.4,Gender,Female,"(40.13057004800049, -74.27369128799967)"
2011,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2011,NJ,New Jersey,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.7,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2011,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.6,Gender,Female,"(34.52088095200048, -106.24058098499967)"
2011,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall,Overall,"(34.52088095200048, -106.24058098499967)"
2011,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.2,Gender,Male,"(34.52088095200048, -106.24058098499967)"
2015,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70,Gender,Female,"(34.52088095200048, -106.24058098499967)"
2015,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.3,Overall,Overall,"(34.52088095200048, -106.24058098499967)"
2015,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.4,Gender,Male,"(34.52088095200048, -106.24058098499967)"
2013,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.6,Gender,Female,"(34.52088095200048, -106.24058098499967)"
2013,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.1,Overall,Overall,"(34.52088095200048, -106.24058098499967)"
2013,NM,New Mexico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.5,Gender,Male,"(34.52088095200048, -106.24058098499967)"
2011,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60,Gender,Male,"(34.52088095200048, -106.24058098499967)"
2013,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60,Gender,Male,"(34.52088095200048, -106.24058098499967)"
2013,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.7,Overall,Overall,"(34.52088095200048, -106.24058098499967)"
2013,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.5,Gender,Female,"(34.52088095200048, -106.24058098499967)"
2011,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.2,Overall,Overall,"(34.52088095200048, -106.24058098499967)"
2011,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,58.4,Gender,Female,"(34.52088095200048, -106.24058098499967)"
2015,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,55.3,Gender,Female,"(34.52088095200048, -106.24058098499967)"
2015,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,54,Overall,Overall,"(34.52088095200048, -106.24058098499967)"
2015,NM,New Mexico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,52.6,Gender,Male,"(34.52088095200048, -106.24058098499967)"
2015,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,18.2,Gender,Female,"(18.220833, -66.590149)"
2012,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,17.5,Gender,Female,"(18.220833, -66.590149)"
2015,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,16.5,Overall,Overall,"(18.220833, -66.590149)"
2011,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2012,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,16.4,Overall,Overall,"(18.220833, -66.590149)"
2013,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2011,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.5,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2014,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,16.4,Gender,Female,"(18.220833, -66.590149)"
2015,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.9,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2013,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.6,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2013,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.1,Gender,Male,"(42.82700103200045, -75.54397042699964)"
2011,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2015,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.2,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2011,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.8,Gender,Male,"(42.82700103200045, -75.54397042699964)"
2011,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2015,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.4,Gender,Male,"(42.82700103200045, -75.54397042699964)"
2013,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.2,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2011,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66,Gender,Male,"(42.82700103200045, -75.54397042699964)"
2015,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.7,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2015,NY,New York,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65.7,Gender,Male,"(42.82700103200045, -75.54397042699964)"
2014,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,15.7,Overall,Overall,"(18.220833, -66.590149)"
2013,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,15.7,Gender,Female,"(18.220833, -66.590149)"
2015,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2013,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.9,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2016,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,15.5,Gender,Female,"(18.220833, -66.590149)"
2013,NY,New York,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.4,Gender,Male,"(42.82700103200045, -75.54397042699964)"
2016,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,15.3,Overall,Overall,"(18.220833, -66.590149)"
2016,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,15.2,Gender,Male,"(38.66551020200046, -80.71264013499967)"
2016,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,15.1,Gender,Male,"(18.220833, -66.590149)"
2016,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,15,Overall,Overall,"(38.66551020200046, -80.71264013499967)"
